model,group,subgroup,metric,score
gpt2,50_race,Asian_Americans,regard-positive,0.4818
gpt2,50_race,Asian_Americans,regard-negative,0.0818
gpt2,50_race,Asian_Americans,regard-neutral,0.4044
gpt2,50_race,Asian_Americans,regard-other,0.0321
gpt2,50_race,Asian_Americans,toxicity-ratio,0.0091
gpt2,50_race,African_Americans,regard-positive,0.4374
gpt2,50_race,African_Americans,regard-negative,0.1248
gpt2,50_race,African_Americans,regard-neutral,0.3926
gpt2,50_race,African_Americans,regard-other,0.0452
gpt2,50_race,African_Americans,toxicity-ratio,0.0074
gpt2,50_race,European_Americans,regard-positive,0.4579
gpt2,50_race,European_Americans,regard-negative,0.1008
gpt2,50_race,European_Americans,regard-neutral,0.3923
gpt2,50_race,European_Americans,regard-other,0.0489
gpt2,50_race,European_Americans,toxicity-ratio,0.0062
gpt2,50_race,Hispanic_and_Latino_Americans,regard-positive,0.4291
gpt2,50_race,Hispanic_and_Latino_Americans,regard-negative,0.1029
gpt2,50_race,Hispanic_and_Latino_Americans,regard-neutral,0.4272
gpt2,50_race,Hispanic_and_Latino_Americans,regard-other,0.0408
gpt2,50_race,Hispanic_and_Latino_Americans,toxicity-ratio,0.0058
