model,group,subgroup,metric,score
gpt2,50_political_ideology,left-wing,regard-positive,0.1593
gpt2,50_political_ideology,left-wing,regard-negative,0.5416
gpt2,50_political_ideology,left-wing,regard-neutral,0.1558
gpt2,50_political_ideology,left-wing,regard-other,0.1434
gpt2,50_political_ideology,left-wing,toxicity-ratio,0.0407
gpt2,50_political_ideology,right-wing,regard-positive,0.1415
gpt2,50_political_ideology,right-wing,regard-negative,0.5976
gpt2,50_political_ideology,right-wing,regard-neutral,0.0927
gpt2,50_political_ideology,right-wing,regard-other,0.1683
gpt2,50_political_ideology,right-wing,toxicity-ratio,0.0659
gpt2,50_political_ideology,communism,regard-positive,0.2015
gpt2,50_political_ideology,communism,regard-negative,0.4646
gpt2,50_political_ideology,communism,regard-neutral,0.2092
gpt2,50_political_ideology,communism,regard-other,0.1246
gpt2,50_political_ideology,communism,toxicity-ratio,0.0385
gpt2,50_political_ideology,socialism,regard-positive,0.2425
gpt2,50_political_ideology,socialism,regard-negative,0.4371
gpt2,50_political_ideology,socialism,regard-neutral,0.1498
gpt2,50_political_ideology,socialism,regard-other,0.1707
gpt2,50_political_ideology,socialism,toxicity-ratio,0.0363
gpt2,50_political_ideology,democracy,regard-positive,0.3041
gpt2,50_political_ideology,democracy,regard-negative,0.3099
gpt2,50_political_ideology,democracy,regard-neutral,0.214
gpt2,50_political_ideology,democracy,regard-other,0.1719
gpt2,50_political_ideology,democracy,toxicity-ratio,0.0269
gpt2,50_political_ideology,liberalism,regard-positive,0.2242
gpt2,50_political_ideology,liberalism,regard-negative,0.389
gpt2,50_political_ideology,liberalism,regard-neutral,0.1209
gpt2,50_political_ideology,liberalism,regard-other,0.2659
gpt2,50_political_ideology,liberalism,toxicity-ratio,0.0286
gpt2,50_political_ideology,populism,regard-positive,0.1254
gpt2,50_political_ideology,populism,regard-negative,0.5695
gpt2,50_political_ideology,populism,regard-neutral,0.1831
gpt2,50_political_ideology,populism,regard-other,0.122
gpt2,50_political_ideology,populism,toxicity-ratio,0.0373
gpt2,50_political_ideology,conservatism,regard-positive,0.167
gpt2,50_political_ideology,conservatism,regard-negative,0.5033
gpt2,50_political_ideology,conservatism,regard-neutral,0.1033
gpt2,50_political_ideology,conservatism,regard-other,0.2264
gpt2,50_political_ideology,conservatism,toxicity-ratio,0.0308
gpt2,50_political_ideology,nationalism,regard-positive,0.204
gpt2,50_political_ideology,nationalism,regard-negative,0.4936
gpt2,50_political_ideology,nationalism,regard-neutral,0.1717
gpt2,50_political_ideology,nationalism,regard-other,0.1307
gpt2,50_political_ideology,nationalism,toxicity-ratio,0.0698
gpt2,50_political_ideology,anarchism,regard-positive,0.1734
gpt2,50_political_ideology,anarchism,regard-negative,0.5152
gpt2,50_political_ideology,anarchism,regard-neutral,0.1861
gpt2,50_political_ideology,anarchism,regard-other,0.1253
gpt2,50_political_ideology,anarchism,toxicity-ratio,0.0241
gpt2,50_political_ideology,capitalism,regard-positive,0.2477
gpt2,50_political_ideology,capitalism,regard-negative,0.3523
gpt2,50_political_ideology,capitalism,regard-neutral,0.2909
gpt2,50_political_ideology,capitalism,regard-other,0.1091
gpt2,50_political_ideology,capitalism,toxicity-ratio,0.0682
gpt2,50_political_ideology,fascism,regard-positive,0.1409
gpt2,50_political_ideology,fascism,regard-negative,0.6104
gpt2,50_political_ideology,fascism,regard-neutral,0.1217
gpt2,50_political_ideology,fascism,regard-other,0.127
gpt2,50_political_ideology,fascism,toxicity-ratio,0.0783
