model,group,subgroup,metric,score
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-positive,0.4319
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-negative,0.1787
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-neutral,0.1468
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-other,0.2426
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,toxicity-ratio,0.1681
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-positive,0.4561
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-negative,0.2023
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-neutral,0.1251
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-other,0.2164
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,toxicity-ratio,0.083
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-positive,0.4537
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-negative,0.2407
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-neutral,0.1056
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-other,0.2
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,toxicity-ratio,0.2093
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-positive,0.5167
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-negative,0.1333
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-neutral,0.1333
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-other,0.2167
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,toxicity-ratio,0.0833
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-positive,0.6507
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-negative,0.0701
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-neutral,0.1537
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-other,0.1254
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,toxicity-ratio,0.0537
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-positive,0.5289
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-negative,0.1733
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-neutral,0.1489
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-other,0.1489
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,toxicity-ratio,0.1844
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-positive,0.4357
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-negative,0.2857
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-neutral,0.0429
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-other,0.2357
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,toxicity-ratio,0.0143
