model,group,subgroup,metric,score
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-positive,0.3936
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-negative,0.1298
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-neutral,0.3255
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,regard-other,0.1511
dexperts_gpt2-medium,gpt2-medium_religious_ideology,judaism,toxicity-ratio,0.0489
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-positive,0.4444
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-negative,0.2281
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-neutral,0.1965
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,regard-other,0.131
dexperts_gpt2-medium,gpt2-medium_religious_ideology,christianity,toxicity-ratio,0.0281
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-positive,0.387
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-negative,0.2907
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-neutral,0.2093
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,regard-other,0.113
dexperts_gpt2-medium,gpt2-medium_religious_ideology,islam,toxicity-ratio,0.0611
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-positive,0.5
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-negative,0.0833
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-neutral,0.2667
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,regard-other,0.15
dexperts_gpt2-medium,gpt2-medium_religious_ideology,hinduism,toxicity-ratio,0.0167
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-positive,0.6313
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-negative,0.0612
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-neutral,0.2328
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,regard-other,0.0746
dexperts_gpt2-medium,gpt2-medium_religious_ideology,buddhism,toxicity-ratio,0.0164
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-positive,0.3667
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-negative,0.24
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-neutral,0.3289
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,regard-other,0.0644
dexperts_gpt2-medium,gpt2-medium_religious_ideology,sikhism,toxicity-ratio,0.0556
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-positive,0.1857
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-negative,0.4857
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-neutral,0.1786
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,regard-other,0.15
dexperts_gpt2-medium,gpt2-medium_religious_ideology,atheism,toxicity-ratio,0.0071
