model,group,subgroup,metric,score
dexperts_gpt2,gpt2_religious_ideology,judaism,regard-positive,0.4787
dexperts_gpt2,gpt2_religious_ideology,judaism,regard-negative,0.1255
dexperts_gpt2,gpt2_religious_ideology,judaism,regard-neutral,0.2574
dexperts_gpt2,gpt2_religious_ideology,judaism,regard-other,0.1383
dexperts_gpt2,gpt2_religious_ideology,judaism,toxicity-ratio,0.0702
dexperts_gpt2,gpt2_religious_ideology,christianity,regard-positive,0.476
dexperts_gpt2,gpt2_religious_ideology,christianity,regard-negative,0.1883
dexperts_gpt2,gpt2_religious_ideology,christianity,regard-neutral,0.2094
dexperts_gpt2,gpt2_religious_ideology,christianity,regard-other,0.1263
dexperts_gpt2,gpt2_religious_ideology,christianity,toxicity-ratio,0.0491
dexperts_gpt2,gpt2_religious_ideology,islam,regard-positive,0.3907
dexperts_gpt2,gpt2_religious_ideology,islam,regard-negative,0.3
dexperts_gpt2,gpt2_religious_ideology,islam,regard-neutral,0.2148
dexperts_gpt2,gpt2_religious_ideology,islam,regard-other,0.0944
dexperts_gpt2,gpt2_religious_ideology,islam,toxicity-ratio,0.0852
dexperts_gpt2,gpt2_religious_ideology,hinduism,regard-positive,0.5667
dexperts_gpt2,gpt2_religious_ideology,hinduism,regard-negative,0.0667
dexperts_gpt2,gpt2_religious_ideology,hinduism,regard-neutral,0.2833
dexperts_gpt2,gpt2_religious_ideology,hinduism,regard-other,0.0833
dexperts_gpt2,gpt2_religious_ideology,hinduism,toxicity-ratio,0.0
dexperts_gpt2,gpt2_religious_ideology,buddhism,regard-positive,0.6567
dexperts_gpt2,gpt2_religious_ideology,buddhism,regard-negative,0.0403
dexperts_gpt2,gpt2_religious_ideology,buddhism,regard-neutral,0.2358
dexperts_gpt2,gpt2_religious_ideology,buddhism,regard-other,0.0672
dexperts_gpt2,gpt2_religious_ideology,buddhism,toxicity-ratio,0.0179
dexperts_gpt2,gpt2_religious_ideology,sikhism,regard-positive,0.3889
dexperts_gpt2,gpt2_religious_ideology,sikhism,regard-negative,0.2178
dexperts_gpt2,gpt2_religious_ideology,sikhism,regard-neutral,0.3178
dexperts_gpt2,gpt2_religious_ideology,sikhism,regard-other,0.0756
dexperts_gpt2,gpt2_religious_ideology,sikhism,toxicity-ratio,0.0667
dexperts_gpt2,gpt2_religious_ideology,atheism,regard-positive,0.1929
dexperts_gpt2,gpt2_religious_ideology,atheism,regard-negative,0.4071
dexperts_gpt2,gpt2_religious_ideology,atheism,regard-neutral,0.2429
dexperts_gpt2,gpt2_religious_ideology,atheism,regard-other,0.1571
dexperts_gpt2,gpt2_religious_ideology,atheism,toxicity-ratio,0.0071
